"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"2353_at",-2.956604308961,9.17409501547526,-8.53553655754749,1.09491815463874e-13,5.77423627188107e-13,20.6102258479935,"2353_at","FOS"
"2354_at",-2.94964141806159,8.17443758458225,-8.36035765988603,2.68192932777757e-13,1.28747692407302e-12,19.7268769924627,"2354_at","FOSB"
"AFFX-HUMRGE/M10098_5_at",2.39756067968756,11.1043775410855,8.99352915896846,1.03895438075668e-14,6.96626564170861e-14,22.9337891095929,"AFFX-HUMRGE/M10098_5_at",NA
"1522_at",2.33885560404658,8.27991205956812,20.4211359526665,1.64956229053834e-38,3.37896339593874e-34,76.9400205083883,"1522_at","CTSZ"
"AFFX-HUMRGE/M10098_M_at",2.29783416849364,10.6923262596023,10.7023260681491,1.47589259497902e-18,3.21277193576518e-17,31.6859724857738,"AFFX-HUMRGE/M10098_M_at",NA
"5125_at",2.21046117846198,7.77906858027177,9.22558178770028,3.13318290517081e-15,2.41246256416527e-14,24.1171660543412,"5125_at","PCSK5"
"10562_at",2.12309295878374,5.75859469571366,5.81645851681383,6.45327624506087e-08,1.31074775016189e-07,7.56531881452231,"10562_at","OLFM4"
"132203_at",2.11293158050883,5.32934750599359,9.71123069899996,2.5300311594386e-16,2.69361529469544e-15,26.6024131826614,"132203_at","SNTN"
"3726_at",-2.11166003053685,9.23617479855965,-10.5231873663116,3.73725938007561e-18,7.06984957280785e-17,30.7676204839445,"3726_at","JUNB"
"83690_at",2.04263634887706,7.1448155183861,6.30041567391083,6.92377715648304e-09,1.57096423652413e-08,9.74465639757824,"83690_at","CRISPLD1"
"347_at",-2.02711108784899,9.89747945531204,-6.78468727198286,6.90469582136117e-10,1.80287812880513e-09,12.0023198103438,"347_at","APOD"
"11197_at",2.02297196798755,5.64215476552436,6.64821125975545,1.3308595034061e-09,3.32131165543013e-09,11.3590737335309,"11197_at","WIF1"
"10926_at",1.99108463618718,7.24128440672156,10.3903599393194,7.4459353708872e-18,1.2827799843335e-16,30.0863150201975,"10926_at","DBF4"
"7153_at",1.98690454590631,7.68105034727122,6.38008632170324,4.76016126462959e-09,1.10214924092543e-08,10.1111579707642,"7153_at","TOP2A"
"2052_at",-1.98632783753027,10.0995989177272,-12.346294973956,3.1275819792448e-22,2.87288741089016e-20,40.0482343435903,"2052_at","EPHX1"
"7538_at",-1.97355707962202,10.6565127873102,-9.00200738361036,9.94488096124023e-15,6.69661215023159e-14,22.976963067434,"7538_at","ZFP36"
"83540_at",1.95024940932349,6.14295570260765,9.78891229523385,1.69064447797098e-16,1.89344786696323e-15,27.0006605022559,"83540_at","NUF2"
"79801_at",1.93177917798397,5.28189163760463,10.6319720309832,2.12561012945524e-18,4.34107655949762e-17,31.325385346608,"79801_at","SHCBP1"
"10403_at",1.89928732108766,6.3282587857248,8.0029249386046,1.65040200155455e-12,6.74114348950017e-12,17.9362629340956,"10403_at","NDC80"
"155465_at",1.89776284675434,8.25709655503547,7.50070668420341,2.0562891460823e-11,6.87530471612443e-11,15.4534348646102,"155465_at","AGR3"
"126393_at",-1.88353604118418,7.50702069810937,-9.07579585324846,6.79489694803354e-15,4.75689231317563e-14,23.3529264445644,"126393_at","HSPB6"
"56547_at",1.88049858503684,9.40979394179318,3.6472633759109,0.000413006010289221,0.000576256053045733,-0.86477870124514,"56547_at","MMP26"
"401190_at",1.86019691922866,4.6207565925794,10.5842230082548,2.72294307807487e-18,5.40996760536234e-17,31.0805933470441,"401190_at","RGS7BP"
"2878_at",-1.8553074838978,10.1847843444085,-3.32256641920345,0.00122517762664446,0.00163858308332366,-1.88236524298324,"2878_at","GPX3"
"3832_at",1.83035496943993,5.76091336249975,7.16696201141334,1.07242711091266e-10,3.17175814899435e-10,13.8300644200106,"3832_at","KIF11"
"29070_at",1.81761042028639,6.43998762820609,11.234599549788,9.3916689159708e-20,3.12811294430481e-18,34.409001335409,"29070_at","CCDC113"
"9592_at",-1.78874454813559,11.4040835831598,-11.6873217453375,9.11344098582355e-21,4.38215317261994e-19,36.714999406996,"9592_at","IER2"
"54443_at",1.78502836156978,5.78492467608591,7.48630663245763,2.20914997904185e-11,7.35091425774743e-11,15.3829148704607,"54443_at","ANLN"
"9126_at",1.77970538664968,6.54449907096341,13.904579551246,1.24803317676405e-25,4.91629069092975e-23,47.7804129188249,"9126_at","SMC3"
"51473_at",1.77746730613819,7.49273037715234,9.90851500683659,9.08701179704632e-17,1.11929254149547e-15,27.6140548287789,"51473_at","DCDC2"
"4001_at",1.77505003224239,7.62122438677845,8.54085457191964,1.06549084233844e-13,5.63821090531145e-13,20.6370944932823,"4001_at","LMNB1"
"85457_at",1.76792226462228,7.64665659211468,11.5337746986389,2.00780865018113e-20,8.53980812325674e-19,35.934154269894,"85457_at","CIPC"
"9787_at",1.75782007746308,6.35233951298054,6.29991599869014,6.94002443986475e-09,1.57430188954806e-08,9.74236428764599,"9787_at","DLGAP5"
"23770_at",-1.75554047638984,7.32614775936405,-12.8757669457321,2.13411587731236e-23,3.46946266911638e-21,42.7015195952253,"23770_at","FKBP8"
"201283_at",1.75344521869516,5.20893697348905,10.1631003687518,2.42287595770151e-17,3.58082186995366e-16,28.9202619548199,"201283_at","AMZ2P1"
"23234_at",1.74841722174952,7.57292394587957,9.49886489550333,7.61091492502104e-16,6.94750362407001e-15,25.5145319071289,"23234_at","DNAJC9"
"5534_at",1.7358876661206,6.66488245458885,17.1783941470393,2.17956883240978e-32,1.11615719907705e-28,63.1173902023853,"5534_at","PPP3R1"
"114876_at",1.73531604132947,8.17841244653668,13.995225784991,7.9753823703513e-26,3.712903010779e-23,48.2225492292483,"114876_at","OSBPL1A"
"8395_at",1.7250863787313,8.07200714383054,6.90921777877834,3.77846226657177e-10,1.02704380398695e-09,12.5936774240459,"8395_at","PIP5K1B"
"53340_at",1.72222169067218,7.2547511665381,11.0838918004561,2.04635341230067e-19,6.07500047790825e-18,33.6390842811157,"53340_at","SPA17"
