gene_symbol,logfc_dz:326,logfc_dz:117,logfc_dz:950,logfc_dz:951,logfc_dz:949,logfc_dz:948,mean_logfc,median_logfc,common_experiment,organism,signature_type
PMEL,,0.146560862660408,,,,,0.146560862660408,0.146560862660408,,human,UP
LDHB,0.1055457442998886,,,,,,0.1055457442998886,0.1055457442998886,,human,UP
PABPC1,,0.1043973639607429,,,,,0.1043973639607429,0.1043973639607429,,human,UP
TMEM158,,,,,,0.0993159413337707,0.0993159413337707,0.0993159413337707,,human,UP
TMA7,0.0989102944731712,,,,,,0.0989102944731712,0.0989102944731712,,human,UP
TYR,,0.0958533063530922,,,,,0.0958533063530922,0.0958533063530922,,human,UP
SDCBP,0.1133671477437019,0.0495951175689697,,,,,0.0814811326563358,0.0814811326563358,,human,UP
ASIC1,,,0.0769093185663223,,,,0.0769093185663223,0.0769093185663223,0.0769093185663223,human,UP
LTBP1,,,,0.0745975002646446,,,0.0745975002646446,0.0745975002646446,,human,UP
RSPH6A,,,,,0.0714689120650291,,0.0714689120650291,0.0714689120650291,,human,UP
HIF1A,0.0712159499526023,,,,,,0.0712159499526023,0.0712159499526023,,human,UP
PRR5L,,,,0.0708989724516868,,,0.0708989724516868,0.0708989724516868,,human,UP
LRRC2,,,,0.0469503551721572,0.0943225771188736,,0.0706364661455154,0.0706364661455154,,human,UP
CAPG,,0.0703297480940818,,,,,0.0703297480940818,0.0703297480940818,,human,UP
CD63,0.0985035374760627,0.0940848737955093,,0.0178737007081508,,,0.0701540373265743,0.0940848737955093,,human,UP
MIF,,0.0687092691659927,,,,,0.0687092691659927,0.0687092691659927,,human,UP
PSD3,,,,,,0.0685520246624946,0.0685520246624946,0.0685520246624946,,human,UP
ACTB,0.0161034055054187,0.1176402792334556,,,,,0.0668718423694372,0.0668718423694372,,human,UP
MAS1,,,0.021147221326828,0.1355078220367431,0.0423100106418132,,0.0663216846684614,0.0423100106418132,0.021147221326828,human,UP
ARPC1B,0.0273285098373889,0.1050178632140159,,,,,0.0661731865257024,0.0661731865257024,,human,UP
CCNG1,0.0658050402998924,,,,,,0.0658050402998924,0.0658050402998924,,human,UP
SRP9,0.0653231739997863,,,,,,0.0653231739997863,0.0653231739997863,,human,UP
AVIL,,,0.06528802216053,,,,0.06528802216053,0.06528802216053,0.06528802216053,human,UP
TNIP3,,,0.0648409649729728,,,,0.0648409649729728,0.0648409649729728,0.0648409649729728,human,UP
NES,,0.0643523707985878,,,,,0.0643523707985878,0.0643523707985878,,human,UP
PSME2,0.0639338791370391,,,,,,0.0639338791370391,0.0639338791370391,,human,UP
EPYC,,,0.063469298183918,,,,0.063469298183918,0.063469298183918,0.063469298183918,human,UP
FTL,,0.0627688616514206,,,,,0.0627688616514206,0.0627688616514206,,human,UP
GAPDH,-0.0322299152612686,0.157714694738388,,,,,0.0627423897385597,0.0627423897385597,,human,UP
HSP90AB1,,0.062739573419094,,,,,0.062739573419094,0.062739573419094,,human,UP
MMP1,0.1013164147734642,0.0240536350756883,,,,,0.0626850249245762,0.0626850249245762,,human,UP
NPTX1,,,0.0371260531246662,0.07498549669981,0.0239519532769918,0.1139157637953758,0.0624948167242109,0.0560557749122381,0.0371260531246662,human,UP
HSP90AA1,0.0477233044803142,0.076918676495552,,,,,0.0623209904879331,0.0623209904879331,,human,UP
ARNT2,,,0.1103613674640655,,0.0249446108937263,0.0448143817484378,0.0600401200354099,0.0448143817484378,0.1103613674640655,human,UP
PKM,0.0214172359555959,0.0985231325030326,,,,,0.0599701842293143,0.0599701842293143,,human,UP
LAP3,0.0598395243287086,,,,,,0.0598395243287086,0.0598395243287086,,human,UP
GSTO1,0.0411117151379585,0.0780236944556236,,,,,0.059567704796791,0.059567704796791,,human,UP
RUNDC3B,,,0.0935664102435112,0.024602523073554,,,0.0590844666585326,0.0590844666585326,0.0935664102435112,human,UP
SNRPG,0.0577352233231067,,,,,,0.0577352233231067,0.0577352233231067,,human,UP
SLC17A2,,,,,,0.0575102195143699,0.0575102195143699,0.0575102195143699,,human,UP
MYO5C,,,,,,0.0565619878470897,0.0565619878470897,0.0565619878470897,,human,UP
PABPC3,0.0404208004474639,0.0720669776201248,,,,,0.0562438890337944,0.0562438890337944,,human,UP
SAT1,0.0559926517307758,,,,,,0.0559926517307758,0.0559926517307758,,human,UP
GNG5,0.0549806207418441,,,,,,0.0549806207418441,0.0549806207418441,,human,UP
MTSS1,,,,,,0.0547465682029724,0.0547465682029724,0.0547465682029724,,human,UP
TFPI2,,,,,,0.0546170249581337,0.0546170249581337,0.0546170249581337,,human,UP
NPM1,0.0837797001004219,0.0250835139304399,,,,,0.0544316070154309,0.0544316070154309,,human,UP
ZNF239,,,0.0543774291872978,,,,0.0543774291872978,0.0543774291872978,0.0543774291872978,human,UP
PDE8B,,,,,0.0527656488120555,,0.0527656488120555,0.0527656488120555,,human,UP
ARF4,0.0526292733848094,,,,,,0.0526292733848094,0.0526292733848094,,human,UP
FABP5,0.0813834518194198,0.0165370404720306,,,,0.0594034455716609,0.0524413126210371,0.0594034455716609,,human,UP
HRK,,,,,,0.0516563989222049,0.0516563989222049,0.0516563989222049,,human,UP
SPCS1,0.0512554533779621,,,,,,0.0512554533779621,0.0512554533779621,,human,UP
