disease_id,drug_disease_label
HP_0012803,Anisometropia
HP_0020174,Refractory drug response
HP_0030016,Dyspareunia
HP_0030242,Portal vein thrombosis
HP_0030369,Induced vaginal delivery
HP_0030680,Abnormal cardiovascular system morphology
HP_0030833,Neck pain
HP_0030834,Shoulder pain
HP_0030838,Hip pain
HP_0030839,Knee pain
HP_0031217,Hot flashes
HP_0031273,Shock
HP_0031284,Flushing
HP_0031364,Ecchymosis
HP_0032252,Granuloma
HP_0040187,Neonatal sepsis
HP_0100033,Tics
HP_0100543,Cognitive impairment
HP_0100582,Nasal polyposis
HP_0100607,Dysmenorrhea
HP_0100608,Metrorrhagia
HP_0100633,Esophagitis
HP_0100716,Self-injurious behavior
HP_0100727,Histiocytosis
HP_0100749,Chest pain
HP_0100790,Hernia
HP_0100806,Sepsis
HP_0100832,Vitreous floaters
HP_0200026,Ocular pain
HP_0200042,Skin ulcer
HP_0200134,Epileptic encephalopathy
MONDO_0000088,precocious puberty
MONDO_0000147,polyposis
MONDO_0000153,transposition of the great arteries
MONDO_0000159,bone marrow failure syndrome
MONDO_0000328,hyperphosphatemia
MONDO_0000386,"digestive system neuroendocrine tumor, grade 1/2"
MONDO_0000396,spastic cerebral palsy
MONDO_0000430,mature T-cell and NK-cell non-Hodgkin lymphoma
MONDO_0000432,lymphoplasmacytic lymphoma
MONDO_0000437,cerebellar ataxia
MONDO_0000447,autosomal dominant polycystic liver disease
MONDO_0000473,arterial disorder
MONDO_0000477,focal dystonia
MONDO_0000485,spasmodic dystonia
MONDO_0000491,limb ischemia
MONDO_0000521,salivary gland carcinoma
MONDO_0000527,colon adenoma
MONDO_0000540,small intestinal neuroendocrine tumor G1
MONDO_0000544,mucosal melanoma
MONDO_0000548,ovarian clear cell cancer
MONDO_0000594,pervasive developmental disorder
MONDO_0000723,stutter disorder
MONDO_0000726,idiopathic scoliosis
MONDO_0000728,ptosis
MONDO_0000820,cerebral cavernous malformation
MONDO_0000831,thrombotic disease
MONDO_0000837,bone resorption disease
MONDO_0000845,fibrous dysplasia
MONDO_0000870,childhood acute lymphoblastic leukemia
MONDO_0000873,lymphoblastic lymphoma
MONDO_0000903,myoclonus-dystonia syndrome
MONDO_0000914,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1"
MONDO_0000935,larynx squamous papilloma
MONDO_0000956,small intestine cancer
MONDO_0001020,amblyopia
MONDO_0001023,prolymphocytic leukemia
MONDO_0001039,tonsillitis
MONDO_0001051,acute otitis externa
MONDO_0001056,gastric cancer
MONDO_0001085,interstitial nephritis
MONDO_0001087,schizotypal personality disorder
MONDO_0001134,essential hypertension
MONDO_0001187,urinary bladder cancer
MONDO_0001208,acute respiratory failure
MONDO_0001235,appendix cancer
MONDO_0001240,neonatal anemia
MONDO_0001280,choroiditis
MONDO_0001298,congenital mitral valve insufficiency
MONDO_0001302,hypertensive heart disease
MONDO_0001325,penile cancer
MONDO_0001330,presbyopia
MONDO_0001370,pericardial effusion
MONDO_0001382,hepatorenal syndrome
MONDO_0001402,vaginal cancer
MONDO_0001410,postmenopausal atrophic vaginitis
MONDO_0001422,primary aldosteronism
MONDO_0001436,hemosiderosis
MONDO_0001437,pulmonary alveolar proteinosis
MONDO_0001475,neutropenia
MONDO_0001501,retroperitoneal sarcoma
MONDO_0001528,vulva cancer
MONDO_0001549,hemolytic-uremic syndrome
MONDO_0001572,leiomyoma
MONDO_0001576,telangiectasis
MONDO_0001583,diabetic polyneuropathy
MONDO_0001606,central nervous system leukemia
MONDO_0001641,severe pre-eclampsia
MONDO_0001657,brain cancer
MONDO_0001676,erythropoietic protoporphyria
MONDO_0001705,pure red-cell aplasia
MONDO_0001707,cardiac sarcoidosis
MONDO_0001718,scleritis
MONDO_0001734,tuberous sclerosis
MONDO_0001744,angle-closure glaucoma
MONDO_0001751,cholestasis
MONDO_0001836,amenorrhea
MONDO_0001852,small intestine lymphoma
MONDO_0001879,anus cancer
MONDO_0001941,blindness (disorder)
MONDO_0001967,gonadal dysgenesis
MONDO_0001999,primary pulmonary hypertension
MONDO_0002009,major depressive disorder
MONDO_0002012,methylmalonic acidemia
MONDO_0002025,psychiatric disorder
MONDO_0002038,head and neck carcinoma
MONDO_0002041,fungal infectious disease
MONDO_0002046,alcohol abuse
MONDO_0002050,depressive disorder
MONDO_0002070,ventricular septal defect
MONDO_0002073,malignant pineal area germ cell neoplasm
MONDO_0002083,Richter syndrome
MONDO_0002087,peritoneum cancer
MONDO_0002108,thyroid cancer
MONDO_0002113,peritoneal carcinoma
MONDO_0002120,neuroendocrine carcinoma
MONDO_0002122,neuritis
MONDO_0002123,calcinosis
MONDO_0002135,optic nerve disorder
MONDO_0002146,hypogonadism
MONDO_0002158,fallopian tube cancer
MONDO_0002165,rectal neoplasm
MONDO_0002171,giant cell tumor
MONDO_0002177,hyperinsulinism
MONDO_0002203,constipation disorder
MONDO_0002207,vulval Paget disease
MONDO_0002225,ovarian sarcoma
MONDO_0002236,ocular cancer
MONDO_0002243,hemorrhagic disease
MONDO_0002244,factor VII deficiency
MONDO_0002245,blood platelet disease
MONDO_0002247,factor X deficiency
MONDO_0002258,pharyngitis
MONDO_0002259,gonadal disorder
MONDO_0002277,arteriosclerosis disorder
MONDO_0002280,anemia
MONDO_0002307,blepharoconjunctivitis
MONDO_0002334,hematopoietic and lymphoid system neoplasm
MONDO_0002358,laryngeal carcinoma
MONDO_0002363,papilloma
MONDO_0002367,kidney cancer
MONDO_0002406,dermatitis
MONDO_0002412,disorder of glycogen metabolism
MONDO_0002420,tic disorder
MONDO_0002462,glomerulonephritis
MONDO_0002471,bursitis
MONDO_0002474,primary hyperoxaluria
MONDO_0002491,substance abuse
MONDO_0002492,acute kidney failure
MONDO_0002508,gingivitis
MONDO_0002516,digestive system cancer
MONDO_0002529,skin squamous cell carcinoma
MONDO_0002537,inverted papilloma
MONDO_0002540,childhood oligodendroglioma
MONDO_0002543,adult oligodendroglioma
MONDO_0002547,nerve sheath neoplasm
MONDO_0002562,demyelinating disease
MONDO_0002581,spindle cell rhabdomyosarcoma
MONDO_0002586,thymus cancer
MONDO_0002601,teratoma
MONDO_0002603,angiomyolipoma
MONDO_0002618,undifferentiated high grade pleomorphic sarcoma of bone
MONDO_0002625,Ewing sarcoma of bone
MONDO_0002629,bone osteosarcoma
MONDO_0002635,periodontal disorder
MONDO_0002676,adult fibrosarcoma
MONDO_0002679,cerebral infarction
MONDO_0002691,liver cancer
MONDO_0002715,uterine cancer
MONDO_0002716,childhood spinal cord tumor
MONDO_0002730,childhood kidney neoplasm
MONDO_0002744,fallopian tube mucinous adenocarcinoma
MONDO_0002748,rectum mucinous adenocarcinoma
MONDO_0002775,anovulation
MONDO_0002794,adult medulloblastoma
MONDO_0002815,acute myocarditis
MONDO_0002833,fallopian tube transitional cell carcinoma
MONDO_0002863,rhabdomyosarcoma with mixed embryonal and alveolar features
MONDO_0002876,cervical adenosarcoma
MONDO_0002877,cervical carcinosarcoma
MONDO_0002887,bile duct disorder
MONDO_0002898,skin cancer
MONDO_0002912,brainstem cancer
MONDO_0002914,childhood brain stem neoplasm
MONDO_0002928,carcinosarcoma
MONDO_0002959,radiculopathy
MONDO_0002974,cervical cancer
MONDO_0002981,peripheral primitive neuroectodermal tumor of bone
MONDO_0002995,"small intestine neuroendocrine tumor, well differentiated, low or intermediate grade"
MONDO_0003000,central nervous system germ cell tumor
MONDO_0003001,seminoma
MONDO_0003002,dysgerminoma
MONDO_0003005,macular retinal edema
MONDO_0003029,skin angiosarcoma
MONDO_0003037,hypotrichosis
MONDO_0003059,bile duct cancer
MONDO_0003060,biliary tract cancer
MONDO_0003061,benign muscle neoplasm
MONDO_0003076,unilateral retinoblastoma
MONDO_0003090,extrahepatic bile duct carcinoma
MONDO_0003165,cerebellar astrocytoma
MONDO_0003175,salivary gland adenoid cystic carcinoma
MONDO_0003193,bile duct adenocarcinoma
MONDO_0003196,appendix carcinoma
MONDO_0003199,anal carcinoma
MONDO_0003212,nasal cavity carcinoma
MONDO_0003219,gastroesophageal junction adenocarcinoma
MONDO_0003268,mixed glioma
MONDO_0003276,middle ear disorder
MONDO_0003334,demyelinating polyneuropathy
MONDO_0003343,retinal hemangioblastoma
MONDO_0003383,fallopian tube clear cell adenocarcinoma
MONDO_0003406,sleep-wake disorder
MONDO_0003441,dystonic disorder
MONDO_0003478,childhood ependymoma
MONDO_0003503,fallopian tube squamous cell carcinoma
MONDO_0003510,malignant testicular germ cell tumor
MONDO_0003523,gastrin-producing neuroendocrine tumor
MONDO_0003529,acute pyelonephritis
MONDO_0003541,adult acute lymphoblastic leukemia
MONDO_0003544,spinal cord cancer
MONDO_0003572,nasopharyngeal type undifferentiated carcinoma
MONDO_0003585,adult liposarcoma
MONDO_0003608,optic atrophy
MONDO_0003659,pediatric lymphoma
MONDO_0003660,adult lymphoma
MONDO_0003666,fallopian tube endometrioid adenocarcinoma
MONDO_0003684,clear cell chondrosarcoma
MONDO_0003692,adult malignant mesenchymoma
MONDO_0003750,childhood central nervous system germ cell tumor
MONDO_0003751,childhood germ cell tumor
MONDO_0003778,inborn error of immunity
MONDO_0003783,lymphopenia
MONDO_0003825,kidney oncocytoma
MONDO_0003865,acral lentiginous melanoma
MONDO_0003869,childhood brain stem glioma
MONDO_0003874,ovarian serous surface papillary adenocarcinoma
MONDO_0003878,malignant choroid melanoma
MONDO_0003890,infiltrating bladder urothelial carcinoma
MONDO_0003936,invasive tubular breast carcinoma
MONDO_0003937,spondylitis
MONDO_0003960,pulmonary large cell neuroendocrine carcinoma
MONDO_0003982,bilateral breast carcinoma
MONDO_0004001,compartment syndrome
MONDO_0004021,mediastinal malignant lymphoma
MONDO_0004037,retinal edema
MONDO_0004064,iris melanoma
MONDO_0004095,B-cell neoplasm
MONDO_0004105,childhood epithelioid sarcoma
MONDO_0004110,refractory hairy cell leukemia
MONDO_0004111,refractory hematologic cancer
MONDO_0004116,esophageal small cell neuroendocrine carcinoma
MONDO_0004132,anal canal squamous cell carcinoma
MONDO_0004169,premenstrual tension
MONDO_0004180,benign urinary system neoplasm
MONDO_0004192,urethra cancer
MONDO_0004222,ovarian clear cell cystadenocarcinoma
MONDO_0004233,childhood pleomorphic rhabdomyosarcoma
MONDO_0004235,diverticulitis
MONDO_0004247,peptic ulcer disease
MONDO_0004336,rectal signet ring cell adenocarcinoma
MONDO_0004374,adult extraskeletal osteosarcoma
MONDO_0004379,female breast carcinoma
MONDO_0004456,cocaine abuse
MONDO_0004555,kidney angiomyolipoma
MONDO_0004565,intestinal obstruction
MONDO_0004567,ileus
MONDO_0004579,retinoschisis
MONDO_0004580,retinal degeneration
MONDO_0004600,monocytic leukemia
MONDO_0004631,tongue cancer
MONDO_0004643,myeloid leukemia
MONDO_0004647,in situ carcinoma
MONDO_0004658,breast carcinoma in situ
MONDO_0004669,salivary gland cancer
MONDO_0004670,lupus erythematosus
MONDO_0004681,learning disability
MONDO_0004695,liver lymphoma
MONDO_0004703,bladder carcinoma in situ
MONDO_0004736,inborn disorder of amino acid metabolism
MONDO_0004737,homocystinuria
MONDO_0004741,tyrosinemia
MONDO_0004750,language disorder
MONDO_0004768,keratoconjunctivitis
MONDO_0004782,diabetes insipidus
MONDO_0004784,allergic asthma
MONDO_0004790,fatty liver disease
MONDO_0004816,refractory plasma cell neoplasm
MONDO_0004844,oral mucosa leukoplakia
MONDO_0004857,tendinitis
MONDO_0004880,bowel dysfunction
MONDO_0004900,peripheral vertigo
MONDO_0004907,alopecia
MONDO_0004933,hypoplastic left heart syndrome
MONDO_0004938,substance dependence
MONDO_0004975,Alzheimer disease
MONDO_0004976,amyotrophic lateral sclerosis
MONDO_0004979,asthma
MONDO_0004985,bipolar disorder
MONDO_0004986,urinary bladder carcinoma
MONDO_0004992,cancer
MONDO_0005041,glaucoma
MONDO_0005090,schizophrenia
MONDO_0005129,cataract
MONDO_0005147,type 1 diabetes mellitus
MONDO_0005148,type 2 diabetes mellitus
MONDO_0005149,pulmonary hypertension
MONDO_0005178,osteoarthritis
MONDO_0005180,Parkinson disease
MONDO_0005184,pancreatic ductal adenocarcinoma
MONDO_0005271,allergic disease
MONDO_0005277,migraine disorder
MONDO_0005299,brain ischemia
MONDO_0005301,multiple sclerosis
MONDO_0005321,Fuchs' endothelial dystrophy
MONDO_0005341,skin basal cell carcinoma
MONDO_0005351,anorexia nervosa
MONDO_0005411,gallbladder cancer
MONDO_0005475,migraine with aura
MONDO_0005499,brain glioma
MONDO_0005575,colorectal cancer
MONDO_0005835,Lynch syndrome
MONDO_0006058,Wilms tumor
MONDO_0006412,sinus histiocytosis with massive lymphadenopathy
MONDO_0006715,coronary stenosis
MONDO_0007037,Achondroplasia
MONDO_0007039,NF2-related schwannomatosis
MONDO_0007078,pseudohypoparathyroidism type 1A
MONDO_0007079,alcohol dependence
MONDO_0007108,anal canal carcinoma
MONDO_0007113,Angelman syndrome
MONDO_0007172,atrial septal defect 1
MONDO_0007187,nevoid basal cell carcinoma syndrome
MONDO_0007254,breast cancer
MONDO_0007318,Alagille syndrome
MONDO_0007571,primary erythermalgia
MONDO_0007576,esophageal cancer
MONDO_0007606,fibrodysplasia ossificans progressiva
MONDO_0007739,Huntington disease
MONDO_0007793,hypochondroplasia
MONDO_0007888,hereditary leiomyomatosis and renal cell cancer
MONDO_0007915,systemic lupus erythematosus
MONDO_0007925,myelodysplastic syndrome associated with isolated del(5q)
MONDO_0007935,cystoid macular edema
MONDO_0007947,Marfan syndrome
MONDO_0008040,transient myeloproliferative syndrome
MONDO_0008056,myotonic dystrophy type 1
MONDO_0008094,familial multiple nevi flammei
MONDO_0008119,spinocerebellar ataxia type 1
MONDO_0008170,ovarian cancer
MONDO_0008195,paramyotonia congenita of Von Eulenburg
MONDO_0008223,hypokalemic periodic paralysis
MONDO_0008224,hyperkalemic periodic paralysis
MONDO_0008231,Peyronie disease
MONDO_0008274,polyostotic fibrous dysplasia
MONDO_0008294,acute intermittent porphyria
MONDO_0008300,Prader-Willi syndrome
MONDO_0008310,Hutchinson-Gilford progeria syndrome
MONDO_0008315,prostate cancer
MONDO_0008318,Proteus syndrome
MONDO_0008380,retinoblastoma
MONDO_0008434,Smith-Magenis syndrome
MONDO_0008458,spinocerebellar ataxia type 2
MONDO_0008501,Sturge-Weber syndrome
MONDO_0008627,ureter cancer
MONDO_0008633,Muckle-Wells syndrome
MONDO_0008667,von Hippel-Lindau disease
MONDO_0008728,classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency
MONDO_0008737,congenital afibrinogenemia
MONDO_0008753,alkaptonuria
MONDO_0008764,Leber congenital amaurosis 1
MONDO_0008840,ataxia telangiectasia
MONDO_0008867,biliary atresia
MONDO_0008892,progressive familial intrahepatic cholestasis type 1
MONDO_0008903,lung cancer
MONDO_0008907,PMM2-congenital disorder of glycosylation
MONDO_0008948,cerebrotendinous xanthomatosis
MONDO_0008978,chordoma
MONDO_0009009,hypoplasminogenemia
MONDO_0009061,cystic fibrosis
MONDO_0009067,cystinuria
MONDO_0009123,orthostatic hypotension 1
MONDO_0009131,Riley-Day syndrome
MONDO_0009291,glycogen storage disease III
MONDO_0009293,glycogen storage disease V
MONDO_0009348,classic Hodgkin lymphoma
MONDO_0009387,familial lipoprotein lipase deficiency
MONDO_0009453,immune deficiency disease
MONDO_0009669,"spinal muscular atrophy, type 1"
MONDO_0009672,"spinal muscular atrophy, type III"
MONDO_0009673,"spinal muscular atrophy, type II"
MONDO_0009685,Miyoshi myopathy
MONDO_0009698,Unverricht-Lundborg syndrome
MONDO_0009735,Netherton syndrome
MONDO_0009823,primary hyperoxaluria type 1
MONDO_0009833,Shwachman-Diamond syndrome
MONDO_0009861,phenylketonuria
MONDO_0009889,autosomal recessive polycystic kidney disease
MONDO_0009925,autosomal recessive inherited pseudoxanthoma elasticum
MONDO_0009937,pulmonary venoocclusive disease
MONDO_0010079,Canavan disease
MONDO_0010100,Tay-Sachs disease
MONDO_0010200,Wilson disease
MONDO_0010311,Becker muscular dystrophy
MONDO_0010382,fragile X-associated tremor/ataxia syndrome
MONDO_0010383,fragile X syndrome
MONDO_0010518,Wiskott-Aldrich syndrome
MONDO_0010520,X-linked Alport syndrome
MONDO_0010526,Fabry disease
MONDO_0010557,choroideremia
MONDO_0010602,hemophilia A
MONDO_0010604,hemophilia B
MONDO_0010674,mucopolysaccharidosis type 2
MONDO_0010679,Duchenne muscular dystrophy
MONDO_0010726,Rett syndrome
MONDO_0010788,Leber hereditary optic neuropathy
MONDO_0010797,Pearson syndrome
MONDO_0010826,childhood absence epilepsy
MONDO_0010857,semantic dementia
MONDO_0011184,childhood apraxia of speech
MONDO_0011208,malignant atrophic papulosis
MONDO_0011240,megalencephaly-capillary malformation-polymicrogyria syndrome
MONDO_0011377,long QT syndrome 3
MONDO_0011382,sickle cell anemia
MONDO_0011628,propionic acidemia
MONDO_0011652,Phelan-McDermid syndrome
MONDO_0011705,lymphangioleiomyomatosis
MONDO_0011719,gastrointestinal stromal tumor
MONDO_0011728,benign essential blepharospasm
MONDO_0011776,CINCA syndrome
MONDO_0011871,Niemann-Pick disease type B
MONDO_0011927,tufted angioma
MONDO_0011934,dermatofibrosarcoma protuberans
MONDO_0011962,endometrial cancer
MONDO_0011972,ovarian hyperstimulation syndrome
MONDO_0012511,preterm premature rupture of the membranes
MONDO_0012579,autoimmune pulmonary alveolar proteinosis
MONDO_0012825,extraskeletal myxoid chondrosarcoma
MONDO_0012833,Crouzon syndrome-acanthosis nigricans syndrome
MONDO_0013021,sterile multifocal osteomyelitis with periostitis and pustulosis
MONDO_0013144,hereditary antithrombin deficiency
MONDO_0013189,trichotillomania
MONDO_0013282,alpha 1-antitrypsin deficiency
MONDO_0013626,"psoriasis 14, pustular"
MONDO_0013730,graft versus host disease
MONDO_0013892,C3 glomerulonephritis
MONDO_0014005,immunoglobulin-mediated membranoproliferative glomerulonephritis
MONDO_0014379,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder
MONDO_0014769,inherited oocyte maturation defect
MONDO_0015104,porphyria cutanea tarda
MONDO_0015128,primary adrenal insufficiency
MONDO_0015129,chronic primary adrenal insufficiency
MONDO_0015183,short bowel syndrome
MONDO_0015229,Bardet-Biedl syndrome
MONDO_0015253,Diamond-Blackfan anemia
MONDO_0015263,Brugada syndrome
MONDO_0015277,medullary thyroid gland carcinoma
MONDO_0015459,nasopharyngeal carcinoma
MONDO_0015469,craniosynostosis
MONDO_0015486,keratoconus
MONDO_0015492,anti-neutrophil cytoplasmic antibody-associated vasculitis
MONDO_0015514,hereditary endocrine growth disease
MONDO_0015515,carnitine palmitoyltransferase II deficiency
MONDO_0015517,common variable immunodeficiency
MONDO_0015523,epithelioid hemangioendothelioma
MONDO_0015540,hemophagocytic syndrome
MONDO_0015564,Castleman disease
MONDO_0015574,chronic cutaneous lupus erythematosus
MONDO_0015597,pustulosis palmaris et plantaris
MONDO_0015626,Charcot-Marie-Tooth disease
MONDO_0015643,photosensitive epilepsy
MONDO_0015667,acute myeloid leukemia by FAB classification
MONDO_0015686,primary peritoneal carcinoma
MONDO_0015715,severe hemophilia B
MONDO_0015719,severe hemophilia A
MONDO_0015760,T-cell non-Hodgkin lymphoma
MONDO_0015762,progressive familial intrahepatic cholestasis
MONDO_0015780,dyskeratosis congenita
MONDO_0015798,inflammatory myofibroblastic tumor
MONDO_0015898,adrenogenital syndrome
MONDO_0015974,severe combined immunodeficiency
MONDO_0015990,"focal, segmental or multifocal dystonia"
MONDO_0016028,erythromelalgia
MONDO_0016044,cleft lip/palate
MONDO_0016063,Cowden disease
MONDO_0016107,myotonic dystrophy
MONDO_0016120,myotonic syndrome
MONDO_0016129,eosinophilic gastroenteritis
MONDO_0016145,qualitative or quantitative defects of dysferlin
MONDO_0016147,qualitative or quantitative defects of dystrophin
MONDO_0016158,narcolepsy-cataplexy syndrome
MONDO_0016163,autosomal dominant cerebellar ataxia type II
MONDO_0016167,optic pathway glioma
MONDO_0016216,adult hepatocellular carcinoma
MONDO_0016226,specific language disorder
MONDO_0016236,kaposiform hemangioendothelioma
MONDO_0016238,solitary fibrous tumor
MONDO_0016239,cystinosis
MONDO_0016241,alternating hemiplegia of childhood
MONDO_0016244,atypical hemolytic-uremic syndrome
MONDO_0016486,beta-thalassemia major
MONDO_0016487,beta-thalassemia intermedia
MONDO_0016532,Lennox-Gastaut syndrome
MONDO_0016537,lymphoproliferative syndrome
MONDO_0016575,primary ciliary dyskinesia
MONDO_0016586,systemic mastocytosis
MONDO_0016642,meningioma
MONDO_0016668,sickle cell-beta-thalassemia disease syndrome
MONDO_0016691,pilocytic astrocytoma
MONDO_0016693,subependymal giant cell astrocytoma
MONDO_0016700,anaplastic ependymoma
MONDO_0016717,choroid plexus neoplasm
MONDO_0016778,iatrogenic botulism
MONDO_0016971,limb-girdle muscular dystrophy
MONDO_0017147,idiopathic pulmonary arterial hypertension
MONDO_0017198,osteopetrosis
MONDO_0017276,frontotemporal dementia
MONDO_0017278,autoimmune polyendocrinopathy
MONDO_0017287,IgG4-related disease
MONDO_0017290,familial intrahepatic cholestasis
MONDO_0017340,juvenile nasopharyngeal angiofibroma
MONDO_0017346,Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly
MONDO_0017386,pleomorphic rhabdomyosarcoma
MONDO_0017387,epithelioid sarcoma
MONDO_0017596,diffuse large B-cell lymphoma of the central nervous system
MONDO_0017610,epidermolysis bullosa simplex
MONDO_0017611,pituitary tumor
MONDO_0017634,non-infectious anterior uveitis
MONDO_0017719,gangliosidosis
MONDO_0017720,GM2 gangliosidosis
MONDO_0017795,ameloblastoma
MONDO_0017816,primary systemic amyloidosis
MONDO_0017975,sex chromosome disorder of sex development
MONDO_0017987,syringomyelia
MONDO_0018013,non-immunoglobulin-mediated membranoproliferative glomerulonephritis
MONDO_0018044,idiopathic hypersomnia
MONDO_0018075,neural tube defect
MONDO_0018076,tuberculosis
MONDO_0018079,thymic epithelial neoplasm
MONDO_0018088,familial Mediterranean fever
MONDO_0018089,double outlet right ventricle
MONDO_0018092,Vogt-Koyanagi-Harada disease
MONDO_0018097,West syndrome
MONDO_0018105,Wolfram syndrome
MONDO_0018150,Gaucher disease
MONDO_0018170,idiopathic nephrotic syndrome
MONDO_0018171,malignant germ cell tumor of ovary
MONDO_0018201,extragonadal germ cell tumor
MONDO_0018271,peripheral primitive neuroectodermal tumor
MONDO_0018305,chronic granulomatous disease
MONDO_0018328,homozygous familial hypercholesterolemia
MONDO_0018338,activated PI3K-delta syndrome
MONDO_0018352,squamous cell carcinoma of penis
MONDO_0018364,malignant epithelial tumor of ovary
MONDO_0018373,avascular necrosis
MONDO_0018450,spinal muscular atrophy with respiratory distress type 2
MONDO_0018473,hyperlipoproteinemia type 3
MONDO_0018479,congenital adrenal hyperplasia
MONDO_0018521,squamous cell carcinoma of pancreas
MONDO_0018531,carcinoma of liver and intrahepatic biliary tract
MONDO_0018542,severe congenital neutropenia
MONDO_0018555,hypogonadotropic hypogonadism
MONDO_0018612,congenital hypothyroidism
MONDO_0018634,hereditary amyloidosis
MONDO_0018637,familial chylomicronemia syndrome
MONDO_0018648,Keratocystic odontogenic tumor
MONDO_0018660,hemophilia
MONDO_0018661,Zika virus infectious disease
MONDO_0018800,Kallmann syndrome
MONDO_0018848,IgG4-related retroperitoneal fibrosis
MONDO_0018868,metachromatic leukodystrophy
MONDO_0018875,Li-Fraumeni syndrome
MONDO_0018896,thrombotic thrombocytopenic purpura
MONDO_0018904,primary membranoproliferative glomerulonephritis
MONDO_0018906,follicular lymphoma
MONDO_0018910,oculocutaneous albinism
MONDO_0018919,McCune-Albright syndrome
MONDO_0018922,cold agglutinin disease
MONDO_0018923,22q11.2 deletion syndrome
MONDO_0018937,mucopolysaccharidosis type 3
MONDO_0018944,gestational trophoblastic neoplasm
MONDO_0018965,Alport syndrome
MONDO_0018975,neurofibromatosis type 1
MONDO_0018982,Niemann-Pick disease type C
MONDO_0018997,Noonan syndrome
MONDO_0018998,Leber congenital amaurosis
MONDO_0019004,kidney Wilms tumor
MONDO_0019010,congenital isolated hyperinsulinism
MONDO_0019019,osteogenesis imperfecta
MONDO_0019037,progressive supranuclear palsy
MONDO_0019046,leukodystrophy
MONDO_0019052,inborn errors of metabolism
MONDO_0019064,hereditary spastic paraplegia
MONDO_0019079,proximal spinal muscular atrophy
MONDO_0019080,alopecia totalis
MONDO_0019088,post-transplant lymphoproliferative disease
MONDO_0019091,bronchopulmonary dysplasia
MONDO_0019098,autoimmune thrombocytopenia
MONDO_0019115,obesity due to melanocortin 4 receptor deficiency
MONDO_0019139,acquired hemophilia
MONDO_0019169,pyruvate dehydrogenase deficiency
MONDO_0019171,familial long QT syndrome
MONDO_0019172,aniridia
MONDO_0019180,hereditary hemorrhagic telangiectasia
MONDO_0019188,Rubinstein-Taybi syndrome
MONDO_0019200,retinitis pigmentosa
MONDO_0019249,mucopolysaccharidosis
MONDO_0019262,juvenile neuronal ceroid lipofuscinosis
MONDO_0019269,ichthyosis
MONDO_0019276,inherited epidermolysis bullosa
MONDO_0019297,lymphedema
MONDO_0019312,Hermansky-Pudlak syndrome
MONDO_0019313,lymphatic malformation
MONDO_0019338,sarcoidosis
MONDO_0019353,Stargardt disease
MONDO_0019391,Fanconi anemia
MONDO_0019438,AL amyloidosis
MONDO_0019441,ATTRV122I amyloidosis
MONDO_0019456,acute myeloid leukemia with multilineage dysplasia
MONDO_0019457,therapy related acute myeloid leukemia and myelodysplastic syndrome
MONDO_0019460,acute leukemia of ambiguous lineage
MONDO_0019465,nodal marginal zone B-cell lymphoma
MONDO_0019469,T-cell large granular lymphocyte leukemia
MONDO_0019471,adult T-cell leukemia/lymphoma
MONDO_0019472,extranodal nasal NK/T cell lymphoma
MONDO_0019473,enteropathy-associated T-cell lymphoma
MONDO_0019474,hepatosplenic T-cell lymphoma
MONDO_0019499,Turner syndrome
MONDO_0019558,discoid lupus erythematosus
MONDO_0019600,xeroderma pigmentosum
MONDO_0019623,hereditary angioedema
MONDO_0019716,overgrowth syndrome
MONDO_0019736,dense deposit disease
MONDO_0019737,thrombotic microangiopathy
MONDO_0019740,acquired thrombotic thrombocytopenic purpura
MONDO_0019771,oromandibular dystonia
MONDO_0019956,encephalitis
MONDO_0019992,pseudohypoparathyroidism
MONDO_0020066,Ehlers-Danlos syndrome
MONDO_0020077,myelodysplastic/myeloproliferative disease
MONDO_0020088,familial partial lipodystrophy
MONDO_0020121,muscular dystrophy
MONDO_0020290,familial atrioventricular septal defect
MONDO_0020460,acquired von willebrand syndrome
MONDO_0020511,precursor B-cell acute lymphoblastic leukemia
MONDO_0020541,maligant granulosa cell tumor of ovary
MONDO_0020546,acute graft versus host disease
MONDO_0020547,chronic graft versus host disease
MONDO_0020574,central nervous system nongerminomatous germ cell tumor
MONDO_0020634,grade III meningioma
MONDO_0020635,anaplastic meningioma
MONDO_0020640,autoimmune encephalitis
MONDO_0020654,renal pelvis/ureter urothelial carcinoma
MONDO_0020657,human papillomavirus-related squamous cell carcinoma
MONDO_0020669,paranasal sinus cancer
MONDO_0020673,arterial occlusion
MONDO_0020680,acute bronchiolitis
MONDO_0020690,adult glioblastoma
MONDO_0020732,progeria
MONDO_0020743,mixed phenotype acute leukemia
MONDO_0021038,Ewing sarcoma/peripheral primitive neuroectodermal tumor
MONDO_0021043,mixed neoplasm
MONDO_0021054,bone sarcoma
MONDO_0021056,familial adenomatous polyposis 1
MONDO_0021058,neoplastic syndrome
MONDO_0021063,malignant colon neoplasm
MONDO_0021069,malignant endocrine neoplasm
MONDO_0021072,sympathetic paraganglioma
MONDO_0021074,precancerous condition
MONDO_0021092,fallopian tube neoplasm
MONDO_0021094,immunodeficiency disease
