"exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","drug_name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
175,-0.357601857287542,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","(S)-Crizotinib",0.0500000007450581,24,"ACH-000601","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
537,-0.278288903653996,0.00043,0.0157243307593308,"file16e91449a440_logFC_0","TAHOE","4EGI-1",0.5,24,"ACH-000943","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
704,-0.336990658856895,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","5-Azacytidine",5,24,"ACH-000940","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1158,-0.402617307403968,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","9-ING-41",5,24,"ACH-000580","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
1929,-0.312054583204849,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","AZD1390",5,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
2846,-0.349625942015958,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Adagrasib",5,24,"ACH-000236","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
2877,-0.29470248055267,8e-05,0.00329193338160753,"file16e91449a440_logFC_0","TAHOE","Adenine",0.0500000007450581,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
3065,-0.282911783043131,0.00031,0.0117364223850766,"file16e91449a440_logFC_0","TAHOE","Adenosine",0.5,24,"ACH-000861","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
3301,-0.286606082119537,0.00017,0.00661231348391513,"file16e91449a440_logFC_0","TAHOE","Aliskiren",0.0500000007450581,24,"ACH-000757","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
3666,-0.327855995794424,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Allopurinol",0.5,24,"ACH-000148","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
3754,-0.349682496453121,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Almonertinib (hydrochloride)",0.0500000007450581,24,"ACH-000940","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
4115,-0.246828465676479,0.00327,0.107288851039261,"file16e91449a440_logFC_0","TAHOE","Alpelisib",0.5,24,"ACH-000861","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
4336,-0.358544442181343,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Altretamine",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
4379,-0.278146428923731,0.00044,0.0160796655948553,"file16e91449a440_logFC_0","TAHOE","Amsacrine",0.0500000007450581,24,"ACH-000311","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
4677,-0.316820932962434,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Anethole trithione",0.0500000007450581,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
4918,-0.385256714474514,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Apalutamide",5,24,"ACH-001021","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
5174,-0.337368870074512,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Arbutin",0.5,24,"ACH-000950","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
5427,-0.308410481798727,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Artesunate",0.0500000007450581,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
5616,-0.304913330024168,3e-05,0.00133084309133489,"file16e91449a440_logFC_0","TAHOE","Asciminib",0.5,24,"ACH-000148","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
6333,-0.308848453189644,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Azithromycin (hydrate)",0.0500000007450581,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
6597,-0.36085957449006,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","BAY1125976",5,24,"ACH-000958","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
6899,-0.301397720649396,3e-05,0.00133084309133489,"file16e91449a440_logFC_0","TAHOE","BI-78D3",5,24,NA,"Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
7260,-0.406446608453708,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Belinostat",0.5,24,"ACH-000120","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
7688,-0.312069791304608,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Belzutifan",0.0500000007450581,24,"ACH-000790","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
7875,-0.300567752281368,3e-05,0.00133084309133489,"file16e91449a440_logFC_0","TAHOE","Bendamustine",0.5,24,"ACH-000496","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
7950,-0.358790397636447,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Benproperine (phosphate)",0.0500000007450581,24,"ACH-000555","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
8213,-0.315675949048883,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Bentamapimod",5,24,"ACH-000861","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
8331,-0.35361791502773,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Benztropine (mesylate)",0.5,24,"ACH-000628","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
9138,-0.363062199683794,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Bestatin",5,24,"ACH-001190","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
9902,-0.318532467826882,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Bimiralisib",0.0500000007450581,24,"ACH-000940","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
10334,-0.392400670101699,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Bisoprolol (hemifumarate)",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
10618,-0.403693504754074,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Bosentan (hydrate)",5,24,"ACH-000396","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
10941,-0.328408498399933,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Brivudine",5,24,"ACH-000437","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
11084,-0.245715954885293,0.0035,0.114570564516129,"file16e91449a440_logFC_0","TAHOE","Budesonide",5,24,"ACH-000139","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
11524,-0.315604383451382,2e-05,0.000990880557977332,"file16e91449a440_logFC_0","TAHOE","Cabozantinib (S-malate)",5,24,"ACH-000916","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
11671,-0.36582002992954,9.99990000099999e-06,0.000620382096069869,"file16e91449a440_logFC_0","TAHOE","Canagliflozin",5,24,"ACH-000957","Tahoe","DMSO","Tahoe",NA,NA,NA,NA,NA
